# 1.6S (Up to date)
# 748 data points written for 19 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Acceleration to the East (m/s²),Acceleration to the North (m/s²),X body acceleration (m/s²),Y body acceleration (m/s²),Z body acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral direction (°),Lateral velocity (m/s),Roll rate (Z) (°/s),Pitch rate (Y) (°/s),Yaw rate (X) (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
20.908,668.215,-65.242,65.253,-5.447,-0.588,6.867e-4,0.85,0.001,5.413,75.279,0.04,89.97,1.17,-1.861e-5,2.274,0.016,-87.236,89.946
20.958,664.946,-65.513,65.523,-5.384,-0.049,0.001,0.321,0.002,5.375,75.337,0.04,89.97,1.155,-1.851e-5,-2.797,0.021,-87.096,89.94
21.008,661.664,-65.781,65.791,-5.336,0.129,0.001,0.151,0.001,5.335,75.395,0.04,89.97,1.158,-1.947e-5,-1.203,0.011,-86.992,89.942
21.058,658.368,-66.047,66.057,-5.295,0.186,2.831e-4,0.093,1.451e-4,5.298,75.453,0.04,89.97,1.166,-1.989e-5,1.08,0.013,-86.988,89.952
21.108,655.059,-66.311,66.321,-5.26,0.157,-0.001,0.108,-0.001,5.262,75.512,0.04,89.97,1.176,-2.141e-5,3.608,0.026,-87.106,89.965
21.158,651.737,-66.573,66.584,-5.245,-0.28,-0.002,0.525,-0.002,5.226,75.571,0.04,89.97,1.174,-2.121e-5,-4.539,0.124,-87.321,89.975
21.208,648.402,-66.835,66.845,-5.224,-0.698,-0.002,0.925,-0.001,5.189,75.629,0.04,89.969,1.148,-2.016e-5,-2.673,0.018,-87.511,89.974
21.258,645.054,-67.096,67.105,-5.188,-0.756,-9.39e-4,0.976,-8.767e-5,5.151,75.685,0.04,89.969,1.111,-1.938e-5,0.605,0.012,-87.564,89.962
21.308,641.692,-67.354,67.362,-5.142,-0.545,5.996e-4,0.773,0.001,5.113,75.74,0.041,89.969,1.076,-2.182e-5,3.516,0.023,-87.455,89.947
21.358,638.318,-67.609,67.618,-5.08,0.024,0.002,0.219,0.002,5.075,75.793,0.041,89.969,1.064,-2.243e-5,-3.767,0.023,-87.259,89.936
21.408,634.931,-67.862,67.87,-5.028,0.275,0.002,-0.023,0.002,5.036,75.847,0.041,89.969,1.073,-2.442e-5,-1.324,0.009,-87.126,89.934
21.458,631.532,-68.113,68.121,-5.001,0.066,0.001,0.185,0.001,4.998,75.901,0.041,89.969,1.081,-2.551e-5,0.965,0.007,-87.122,89.943
21.508,628.12,-68.362,68.37,-4.966,0.047,-1.446e-4,0.194,-1.39e-4,4.963,75.955,0.041,89.969,1.085,-2.561e-5,2.795,0.014,-87.217,89.954
21.558,624.696,-68.61,68.618,-4.943,-0.235,-0.001,0.46,-0.001,4.927,76.009,0.041,89.969,1.08,-2.625e-5,-3.469,0.201,-87.381,89.965
21.608,621.259,-68.856,68.864,-4.911,-0.347,-0.002,0.557,-0.001,4.892,76.063,0.041,89.969,1.066,-2.6e-5,-2.973,0.032,-87.545,89.966
21.658,617.81,-69.101,69.109,-4.878,-0.439,-7.306e-4,0.637,-2.312e-4,4.856,76.116,0.041,89.969,1.046,-2.683e-5,-1.773,0.015,-87.666,89.956
21.708,614.349,-69.344,69.351,-4.842,-0.459,2.317e-4,0.652,7.12e-4,4.82,76.167,0.042,89.969,1.023,-2.679e-5,-0.226,0.007,-87.716,89.944
21.758,610.876,-69.585,69.592,-4.802,-0.383,8.041e-4,0.577,0.001,4.783,76.218,0.042,89.969,1,-2.71e-5,1.315,0.01,-87.687,89.938
21.808,607.391,-69.824,69.831,-4.753,-0.052,7.073e-4,0.25,7.58e-4,4.747,76.268,0.042,89.969,0.991,-2.682e-5,-1.264,0.012,-87.614,89.941
21.858,603.894,-70.061,70.068,-4.718,-0.118,2.237e-5,0.318,1.685e-4,4.709,76.317,0.042,89.969,0.986,-2.712e-5,-0.626,0.006,-87.569,89.949
21.908,600.385,-70.295,70.302,-4.679,-0.042,-6.195e-4,0.241,-5.255e-4,4.673,76.366,0.042,89.968,0.983,-2.749e-5,0.16,0.007,-87.555,89.956
21.958,596.864,-70.529,70.535,-4.643,-0.05,-0.001,0.245,-0.001,4.637,76.415,0.042,89.968,0.981,-2.656e-5,1.193,0.01,-87.589,89.962
22.008,593.332,-70.76,70.767,-4.614,-0.225,-8.522e-4,0.413,-5.65e-4,4.601,76.464,0.042,89.968,0.975,-2.714e-5,-1.657,0.059,-87.665,89.959
22.058,589.788,-70.99,70.996,-4.586,-0.43,-2.242e-5,0.611,4.423e-4,4.565,76.513,0.042,89.968,0.957,-2.648e-5,-0.712,0.008,-87.729,89.949
22.108,586.233,-71.218,71.224,-4.542,-0.206,8.158e-4,0.385,0.001,4.531,76.56,0.043,89.968,0.941,-2.588e-5,0.011,0.008,-87.741,89.939
22.158,582.666,-71.444,71.45,-4.499,-0.003,0.001,0.18,0.001,4.495,76.607,0.043,89.968,0.936,-2.62e-5,0.553,-0.003,-87.75,89.934
22.208,579.089,-71.668,71.674,-4.46,0.095,9.457e-4,0.075,8.27e-4,4.461,76.654,0.043,89.968,0.939,-2.637e-5,2.143,-0.005,-87.816,89.934
22.258,575.5,-71.891,71.897,-4.436,-0.192,1.814e-4,0.35,3.691e-4,4.426,76.701,0.043,89.968,0.938,-2.65e-5,-3.064,-0.107,-87.953,89.938
22.308,571.899,-72.112,72.118,-4.414,-0.627,-5.656e-4,0.774,8.212e-5,4.391,76.747,0.043,89.968,0.917,-2.59e-5,-1.631,-0.005,-88.081,89.944
22.358,568.288,-72.332,72.337,-4.383,-0.764,-0.001,0.91,-3.271e-4,4.355,76.792,0.043,89.968,0.879,-2.751e-5,1.799,-0.007,-88.079,89.952
22.408,564.666,-72.55,72.555,-4.332,-0.249,-0.001,0.405,-7.662e-4,4.32,76.835,0.043,89.968,0.854,-2.771e-5,3.685,-0.057,-87.929,89.956
22.458,561.033,-72.765,72.77,-4.284,0.077,-5.682e-4,0.091,-6.055e-4,4.283,76.878,0.043,89.968,0.85,-2.675e-5,-3.022,-0.011,-87.753,89.955
22.508,557.39,-72.978,72.983,-4.24,0.279,1.232e-4,-0.105,-1.341e-4,4.247,76.92,0.044,89.968,0.86,-2.743e-5,-0.509,-0.005,-87.661,89.951
22.558,553.736,-73.189,73.195,-4.214,0.059,4.869e-4,0.111,4.402e-4,4.213,76.964,0.044,89.967,0.869,-2.944e-5,1.786,-0.005,-87.698,89.946
22.608,550.071,-73.399,73.405,-4.187,-0.11,5.823e-4,0.269,6.949e-4,4.18,77.007,0.044,89.967,0.868,-3.004e-5,2.874,-0.025,-87.819,89.941
22.658,546.396,-73.608,73.613,-4.159,-0.268,2.756e-4,0.415,5.47e-4,4.147,77.05,0.044,89.967,0.859,-3.022e-5,-3.012,-0.022,-87.97,89.94
22.708,542.71,-73.815,73.82,-4.134,-0.582,-1.351e-4,0.719,4.605e-4,4.113,77.093,0.044,89.967,0.837,-2.996e-5,-1.524,-4.066e-4,-88.091,89.941
22.758,539.014,-74.021,74.026,-4.104,-0.715,-1.605e-4,0.851,5.725e-4,4.078,77.134,0.044,89.967,0.804,-3.049e-5,1.312,-6.251e-4,-88.099,89.942
22.808,535.308,-74.226,74.23,-4.067,-0.609,-1.405e-4,0.754,4.951e-4,4.042,77.173,0.044,89.967,0.768,-2.957e-5,4.404,-1.344e-4,-87.952,89.946
22.858,531.592,-74.428,74.432,-4.007,0.091,-2.001e-4,0.07,-2.616e-4,4.007,77.211,0.044,89.967,0.755,-2.884e-5,-4.791,0.002,-87.706,89.953
22.908,527.865,-74.626,74.63,-3.945,0.711,-3.751e-4,-0.542,-0.001,3.972,77.249,0.045,89.967,0.778,-2.583e-5,-0.641,-7.038e-4,-87.556,89.958
22.944,525.182,-74.768,74.772,-3.931,0.491,-2.684e-4,-0.326,-7.29e-4,3.949,77.278,0.045,89.967,0.801,-2.592e-5,3.001,-3.884e-4,-87.601,89.956
22.991,521.673,-74.952,74.956,-3.929,-0.161,-1.083e-4,0.311,8.123e-5,3.92,77.316,0.045,89.967,0.809,-2.49e-5,5.23,-0.004,-87.808,89.951
23.041,517.92,-75.148,75.152,-3.907,-0.466,2.801e-4,0.598,7.545e-4,3.888,77.356,0.045,89.967,0.792,-2.476e-5,-4.311,-0.003,-88.054,89.94
23.091,514.158,-75.343,75.346,-3.876,-0.566,6.26e-4,0.686,0.001,3.857,77.395,0.045,89.967,0.765,-2.303e-5,-2.25,-0.003,-88.22,89.93
23.141,510.386,-75.536,75.539,-3.845,-0.645,5.82e-4,0.761,0.001,3.824,77.432,0.045,89.967,0.734,-2.451e-5,0.34,-0.001,-88.269,89.928
23.191,506.604,-75.727,75.73,-3.804,-0.33,-8.12e-5,0.45,2.51e-4,3.791,77.468,0.045,89.967,0.709,-2.477e-5,2.338,-0.006,-88.194,89.939
23.241,502.813,-75.916,75.919,-3.752,0.253,-9.47e-4,-0.128,-0.001,3.758,77.503,0.045,89.966,0.707,-2.601e-5,-1.465,0.005,-88.086,89.952
23.291,499.013,-76.103,76.106,-3.728,-0.028,-0.001,0.153,-9.591e-4,3.725,77.539,0.046,89.966,0.716,-2.754e-5,0.72,0.003,-88.074,89.955
23.341,495.203,-76.288,76.292,-3.701,-0.177,-7.654e-4,0.298,-5.616e-4,3.693,77.575,0.046,89.966,0.709,-2.707e-5,1.083,0.051,-88.123,89.952
23.391,491.384,-76.473,76.476,-3.671,-0.259,-8.746e-5,0.376,1.822e-4,3.661,77.61,0.046,89.966,0.698,-2.692e-5,-0.888,0.006,-88.174,89.943
23.441,487.556,-76.656,76.659,-3.644,-0.446,3.483e-4,0.561,7.976e-4,3.629,77.644,0.046,89.966,0.681,-2.625e-5,0.099,-0.001,-88.198,89.937
23.491,483.718,-76.837,76.84,-3.609,-0.332,-4.361e-4,0.448,-8.338e-5,3.596,77.678,0.046,89.966,0.66,-2.609e-5,1.44,-0.013,-88.156,89.948
23.541,479.872,-77.016,77.019,-3.568,-0.057,-0.001,0.177,-9.382e-4,3.564,77.711,0.046,89.966,0.65,-2.63e-5,-1.44,-0.008,-88.078,89.957
23.591,476.017,-77.194,77.197,-3.534,0.015,-4.934e-4,0.107,-4.826e-4,3.532,77.743,0.046,89.966,0.65,-2.613e-5,-0.248,-0.008,-88.034,89.954
23.641,472.153,-77.37,77.373,-3.506,-0.114,5.781e-4,0.234,6.965e-4,3.5,77.776,0.046,89.966,0.648,-2.662e-5,0.724,-0.014,-88.049,89.942
23.691,468.28,-77.545,77.547,-3.48,-0.281,0.002,0.397,0.002,3.469,77.808,0.046,89.966,0.638,-2.645e-5,-0.728,-0.011,-88.09,89.929
23.741,464.398,-77.718,77.72,-3.45,-0.311,0.002,0.425,0.002,3.438,77.839,0.047,89.966,0.623,-2.669e-5,-0.082,-0.004,-88.111,89.926
23.791,460.508,-77.89,77.892,-3.419,-0.299,7.468e-4,0.413,0.001,3.407,77.87,0.047,89.966,0.607,-2.595e-5,0.54,-0.005,-88.099,89.934
23.841,456.609,-78.06,78.062,-3.379,-0.037,-7.938e-4,0.151,-7.358e-4,3.376,77.9,0.047,89.966,0.598,-2.631e-5,-0.398,0.01,-88.069,89.951
23.891,452.702,-78.228,78.23,-3.345,0.079,-0.001,0.033,-0.002,3.346,77.93,0.047,89.965,0.601,-2.484e-5,1.07,0.004,-88.084,89.96
23.941,448.787,-78.394,78.396,-3.313,0.149,-5.647e-4,-0.043,-7.029e-4,3.316,77.96,0.047,89.965,0.607,-2.666e-5,2.955,-0.005,-88.183,89.949
23.991,444.863,-78.559,78.562,-3.298,-0.349,8.567e-4,0.443,0.001,3.287,77.991,0.047,89.965,0.603,-2.609e-5,-3.643,-0.01,-88.36,89.926
24.041,440.931,-78.724,78.726,-3.278,-0.767,0.002,0.853,0.003,3.257,78.02,0.047,89.965,0.574,-2.559e-5,-1.17,0.005,-88.49,89.899
24.091,436.99,-78.887,78.889,-3.244,-0.602,0.002,0.689,0.002,3.227,78.048,0.047,89.965,0.537,-2.403e-5,2.159,-0.004,-88.46,89.905
24.141,433.042,-79.048,79.05,-3.206,-0.296,-0.001,0.391,-7.917e-4,3.196,78.074,0.048,89.965,0.515,-2.412e-5,3.752,-0.054,-88.305,89.946
24.191,429.086,-79.207,79.209,-3.166,0.008,-0.003,0.096,-0.003,3.165,78.1,0.048,89.965,0.508,-2.482e-5,-3.39,-0.038,-88.119,89.973
24.241,425.121,-79.365,79.366,-3.126,0.28,-0.002,-0.171,-0.003,3.134,78.125,0.048,89.965,0.516,-2.254e-5,-1.193,-0.018,-87.998,89.972
24.291,421.149,-79.52,79.522,-3.098,0.253,5.319e-4,-0.146,2.79e-4,3.105,78.151,0.048,89.965,0.531,-2.162e-5,1.852,-0.024,-88.016,89.945
24.341,417.169,-79.675,79.677,-3.083,-0.148,0.003,0.247,0.003,3.077,78.178,0.048,89.965,0.534,-2.451e-5,3.517,-0.194,-88.161,89.915
24.391,413.182,-79.829,79.83,-3.072,-0.802,0.003,0.893,0.003,3.047,78.204,0.048,89.965,0.51,-2.289e-5,-1.834,-0.016,-88.309,89.906
24.441,409.186,-79.982,79.983,-3.04,-0.662,9.15e-4,0.752,0.002,3.019,78.229,0.048,89.965,0.47,-2.475e-5,1.767,-0.009,-88.307,89.923
24.491,405.184,-80.133,80.134,-3.005,-0.449,-5.973e-4,0.545,-1.305e-4,2.989,78.252,0.048,89.965,0.443,-2.518e-5,3.816,-0.015,-88.161,89.945
24.541,401.173,-80.282,80.283,-2.958,0.077,-0.001,0.028,-0.001,2.959,78.273,0.049,89.964,0.433,-2.585e-5,-3.677,-0.014,-87.961,89.958
24.591,397.155,-80.429,80.43,-2.917,0.39,-8.615e-4,-0.28,-0.001,2.929,78.295,0.049,89.964,0.447,-2.843e-5,-0.667,-0.002,-87.846,89.958
24.641,393.13,-80.574,80.575,-2.899,0.126,-6.169e-4,-0.019,-7.196e-4,2.902,78.318,0.049,89.964,0.461,-2.65e-5,2.531,0.003,-87.9,89.955
24.691,389.098,-80.719,80.72,-2.886,-0.249,-7.156e-4,0.347,-4.399e-4,2.876,78.341,0.049,89.964,0.458,-2.772e-5,-3.485,0.076,-88.06,89.953
24.741,385.059,-80.862,80.864,-2.87,-0.646,-5.636e-4,0.735,1.101e-4,2.848,78.363,0.049,89.964,0.435,-2.753e-5,-2.038,0.004,-88.207,89.949
24.791,381.012,-81.005,81.006,-2.842,-0.64,1.068e-4,0.727,7.628e-4,2.821,78.384,0.049,89.964,0.401,-2.928e-5,0.766,0.008,-88.238,89.941
24.841,376.958,-81.146,81.147,-2.798,-0.091,0.001,0.18,0.001,2.794,78.404,0.049,89.964,0.382,-3.008e-5,-1.814,0.013,-88.16,89.933
24.891,372.897,-81.285,81.286,-2.757,0.325,0.001,-0.234,7.066e-4,2.766,78.423,0.049,89.964,0.389,-2.949e-5,0.358,0.004,-88.115,89.934
24.941,368.83,-81.423,81.424,-2.742,-0.009,2.78e-4,0.095,2.824e-4,2.74,78.443,0.05,89.964,0.4,-2.839e-5,2.858,-0.003,-88.204,89.938
24.991,364.755,-81.559,81.56,-2.727,-0.421,4.575e-4,0.499,8.741e-4,2.714,78.463,0.05,89.964,0.388,-2.738e-5,-2.672,-0.006,-88.352,89.931
25.041,360.674,-81.695,81.696,-2.701,-0.45,-7.544e-5,0.523,3.745e-4,2.688,78.481,0.05,89.964,0.365,-2.715e-5,-1.014,-0.008,-88.444,89.932
25.091,356.585,-81.829,81.83,-2.671,-0.288,-0.001,0.359,-0.001,2.662,78.499,0.05,89.964,0.346,-2.887e-5,0.134,-0.008,-88.462,89.949
25.141,352.491,-81.962,81.963,-2.638,-0.052,-0.002,0.123,-0.002,2.636,78.516,0.05,89.963,0.337,-2.891e-5,-0.051,-0.005,-88.452,89.953
25.191,348.389,-82.093,82.094,-2.612,-0.053,1.541e-4,0.123,1.988e-4,2.61,78.533,0.05,89.963,0.336,-2.949e-5,0.843,-0.017,-88.472,89.933
25.241,344.281,-82.223,82.224,-2.59,-0.209,0.001,0.275,0.002,2.584,78.55,0.05,89.963,0.329,-2.987e-5,-1.137,-0.054,-88.526,89.914
25.291,340.167,-82.352,82.353,-2.563,-0.137,4.307e-4,0.2,5.498e-4,2.559,78.566,0.05,89.963,0.32,-2.996e-5,1.026,-0.011,-88.578,89.922
25.341,336.046,-82.48,82.48,-2.54,-0.25,-0.002,0.311,-0.001,2.533,78.582,0.051,89.963,0.311,-2.989e-5,-0.954,0.004,-88.63,89.947
25.391,331.919,-82.606,82.607,-2.516,-0.332,-0.003,0.39,-0.002,2.507,78.597,0.051,89.963,0.296,-2.935e-5,-0.117,-7.686e-4,-88.659,89.961
25.441,327.786,-82.731,82.732,-2.488,-0.24,-0.002,0.298,-0.002,2.482,78.611,0.051,89.963,0.281,-2.952e-5,0.679,-0.008,-88.642,89.956
25.491,323.646,-82.855,82.855,-2.461,-0.182,3.953e-4,0.242,5.702e-4,2.456,78.625,0.051,89.963,0.271,-2.931e-5,0.907,0.054,-88.601,89.93
25.541,319.5,-82.977,82.978,-2.432,-0.005,0.002,0.066,0.002,2.431,78.638,0.051,89.963,0.266,-2.892e-5,-0.473,0.004,-88.563,89.911
25.591,315.348,-83.098,83.099,-2.408,-0.03,0.001,0.09,0.001,2.406,78.652,0.051,89.963,0.266,-2.928e-5,0.571,9.386e-4,-88.566,89.916
25.641,311.19,-83.218,83.219,-2.385,-0.112,-3.947e-4,0.17,-2.87e-4,2.382,78.665,0.051,89.963,0.262,-2.971e-5,1.162,0.014,-88.611,89.934
25.691,307.026,-83.337,83.337,-2.365,-0.326,-0.002,0.381,-0.001,2.357,78.678,0.051,89.963,0.252,-3.026e-5,-0.857,0.006,-88.667,89.949
25.741,302.857,-83.455,83.455,-2.339,-0.222,-9.618e-4,0.276,-7.33e-4,2.333,78.69,0.052,89.962,0.237,-3.032e-5,-0.037,0.008,-88.686,89.942
25.791,298.681,-83.571,83.571,-2.314,-0.224,4.982e-4,0.277,7.118e-4,2.309,78.702,0.052,89.962,0.226,-3.087e-5,0.257,0.013,-88.681,89.924
25.841,294.5,-83.686,83.686,-2.291,-0.265,0.002,0.318,0.002,2.284,78.713,0.052,89.962,0.214,-3.107e-5,0.749,0.016,-88.657,89.911
25.891,290.312,-83.8,83.8,-2.263,-0.091,0.001,0.146,0.002,2.26,78.723,0.052,89.962,0.204,-3.127e-5,-0.869,0.021,-88.612,89.913
25.941,286.12,-83.912,83.912,-2.234,0.109,9.792e-4,-0.054,8.448e-4,2.236,78.733,0.052,89.962,0.205,-3.172e-5,0.262,9.391e-4,-88.592,89.918
25.991,281.921,-84.023,84.024,-2.214,-0.022,-1.663e-4,0.074,-1.557e-4,2.213,78.744,0.052,89.962,0.209,-3.203e-5,1.682,0.008,-88.645,89.928
26.041,277.717,-84.134,84.134,-2.195,-0.171,-0.002,0.22,-0.001,2.19,78.754,0.052,89.962,0.204,-3.157e-5,-2.012,0.193,-88.741,89.945
26.091,273.508,-84.243,84.243,-2.176,-0.374,-0.002,0.419,-0.002,2.168,78.764,0.052,89.962,0.19,-3.05e-5,-1.278,0.012,-88.828,89.95
26.141,269.293,-84.351,84.351,-2.155,-0.526,-0.001,0.569,-5.334e-4,2.144,78.773,0.052,89.962,0.167,-2.869e-5,0.615,0.005,-88.848,89.937
26.191,265.073,-84.458,84.458,-2.127,-0.268,1.916e-4,0.314,4.529e-4,2.121,78.781,0.053,89.962,0.145,-2.657e-5,2.235,0.014,-88.77,89.924
26.241,260.847,-84.564,84.564,-2.103,-0.202,7.986e-4,0.251,9.892e-4,2.097,78.787,0.053,89.962,0.135,-2.682e-5,2.522,0.087,-88.649,89.923
26.291,256.616,-84.669,84.669,-2.077,-0.098,4.985e-4,0.152,5.906e-4,2.073,78.794,0.053,89.962,0.127,-2.673e-5,-2.371,0.026,-88.524,89.932
26.341,252.38,-84.772,84.772,-2.051,0.004,-9.428e-4,0.052,-9.37e-4,2.05,78.8,0.053,89.962,0.125,-2.557e-5,-1.456,0.001,-88.426,89.952
26.391,248.139,-84.874,84.874,-2.027,0.053,-0.002,0.004,-0.002,2.027,78.807,0.053,89.961,0.127,-2.638e-5,-0.024,0.005,-88.388,89.965
26.441,243.893,-84.975,84.975,-2.013,-0.254,-0.001,0.31,-0.001,2.005,78.813,0.053,89.961,0.123,-2.545e-5,-0.711,0.027,-88.412,89.961
26.491,239.642,-85.075,85.075,-1.995,-0.436,7.153e-5,0.491,5.237e-4,1.983,78.819,0.053,89.961,0.104,-2.544e-5,0.255,0.005,-88.428,89.946
26.541,235.386,-85.174,85.174,-1.968,-0.223,8.194e-4,0.279,0.001,1.961,78.823,0.053,89.961,0.087,-2.616e-5,1.102,0.085,-88.388,89.939
26.591,231.124,-85.272,85.272,-1.941,-0.051,-3.819e-4,0.108,-3.181e-4,1.939,78.828,0.053,89.961,0.081,-2.545e-5,-0.571,0.009,-88.343,89.952
26.641,226.858,-85.368,85.368,-1.912,0.252,-0.002,-0.197,-0.002,1.918,78.832,0.054,89.961,0.086,-2.368e-5,1.311,0.011,-88.355,89.97
26.691,222.588,-85.463,85.463,-1.9,-0.046,-0.002,0.096,-0.002,1.898,78.836,0.054,89.961,0.093,-2.628e-5,3.4,0.036,-88.481,89.968
26.741,218.312,-85.558,85.558,-1.896,-0.788,-1.456e-4,0.833,6.666e-4,1.876,78.84,0.054,89.961,0.072,-2.761e-5,-2.034,0.014,-88.633,89.946
26.791,214.032,-85.652,85.652,-1.872,-0.64,0.002,0.684,0.002,1.856,78.843,0.054,89.961,0.033,-2.291e-5,1.589,0.016,-88.64,89.92
26.841,209.747,-85.745,85.745,-1.84,-0.176,0.002,0.224,0.002,1.835,78.844,0.054,89.961,0.013,-2.09e-5,-2.858,0.343,-88.517,89.923
26.891,205.457,-85.836,85.836,-1.803,0.394,9.08e-5,-0.344,-3.096e-4,1.814,78.845,0.054,89.961,0.019,-2.14e-5,-0.944,0.014,-88.409,89.946
26.941,201.163,-85.926,85.926,-1.789,0.204,-0.002,-0.156,-0.003,1.794,78.846,0.054,89.961,0.037,-1.819e-5,2.418,0.025,-88.451,89.972
26.991,196.865,-86.015,86.015,-1.785,-0.409,-0.004,0.453,-0.003,1.774,78.848,0.054,89.961,0.032,-1.794e-5,-2.964,0.042,-88.6,89.988
27.041,192.562,-86.104,86.104,-1.771,-0.75,-0.003,0.79,-0.002,1.753,78.849,0.054,89.96,0.002,-1.61e-5,-0.349,0.013,-88.69,89.979
27.091,188.254,-86.192,86.192,-1.746,-0.518,4.48e-4,0.559,9.82e-4,1.733,78.848,0.054,89.96,0.033,-1.093e-5,2.567,0.018,-88.628,89.945
27.141,183.943,-86.279,86.279,-1.711,0.099,0.002,-0.054,0.001,1.713,78.846,0.055,89.96,0.044,-1.132e-5,-2.673,0.017,-88.482,89.937
27.191,179.627,-86.363,86.363,-1.684,0.362,6.388e-4,-0.315,2.734e-4,1.693,78.844,0.055,89.96,0.03,-1.186e-5,0.204,0.008,-88.416,89.948
27.241,175.306,-86.447,86.447,-1.678,-0.118,-5.703e-4,0.163,-4.356e-4,1.674,78.843,0.055,89.96,0.022,-9.972e-6,2.379,0.015,-88.492,89.958
27.291,170.982,-86.531,86.531,-1.663,-0.297,-0.001,0.338,-6.936e-4,1.655,78.842,0.055,89.96,0.034,-9.771e-6,-2.061,0.015,-88.607,89.961
27.341,166.653,-86.614,86.614,-1.642,-0.172,-0.001,0.21,-0.001,1.637,78.839,0.055,89.96,0.046,-9.772e-6,0,0,-88.698,89.964
27.391,162.32,-86.695,86.695,-1.626,-0.313,-0.002,0.348,-0.002,1.619,78.837,0.055,89.96,0.058,-9.792e-6,-1.327,0.013,-88.776,89.971
27.441,157.984,-86.776,86.776,-1.608,-0.406,-0.001,0.439,-0.001,1.6,78.834,0.055,89.96,0.076,-9.919e-6,-0.057,0.007,-88.812,89.968
27.491,153.643,-86.856,86.856,-1.583,-0.054,5.523e-4,0.088,6.089e-4,1.581,78.829,0.055,89.96,0.089,-1.076e-5,-0.484,-0.012,-88.793,89.943
27.541,149.298,-86.935,86.935,-1.565,-0.073,0.003,0.107,0.003,1.563,78.825,0.055,89.96,0.09,-1.119e-5,0.313,-0.017,-88.79,89.915
27.591,144.949,-87.012,87.012,-1.546,-0.041,0.002,0.073,0.002,1.544,78.82,0.055,89.96,0.094,-1.146e-5,0.853,-0.012,-88.819,89.91
27.641,140.597,-87.089,87.089,-1.53,-0.168,-7.187e-4,0.198,-5.437e-4,1.526,78.816,0.055,89.96,0.098,-1.16e-5,-1.226,0.019,-88.874,89.947
27.691,136.24,-87.165,87.165,-1.514,-0.301,-0.003,0.329,-0.003,1.508,78.81,0.055,89.96,0.111,-1.083e-5,-0.664,0.006,-88.924,89.988
27.741,131.88,-87.241,87.241,-1.496,-0.32,-0.003,0.348,-0.002,1.49,78.804,0.056,89.96,0.127,-1.181e-5,0.379,0.004,-88.931,89.985
27.791,127.516,-87.315,87.315,-1.481,-0.449,-2.49e-4,0.478,2.172e-4,1.471,78.798,0.056,89.96,0.146,-1.032e-5,1.764,0.012,-88.88,89.953
27.841,123.149,-87.389,87.389,-1.459,-0.265,0.001,0.297,0.001,1.453,78.79,0.056,89.959,0.165,-9.139e-6,3.057,0.041,-88.754,89.94
27.891,118.778,-87.461,87.461,-1.425,0.431,-1.452e-4,-0.396,-5.764e-4,1.435,78.782,0.056,89.959,0.161,-8.064e-6,-1.545,0.009,-88.623,89.959
27.941,114.403,-87.531,87.531,-1.408,0.439,-0.001,-0.406,-0.002,1.417,78.774,0.056,89.959,0.136,-9.152e-7,2.546,0.009,-88.65,89.975
27.991,110.024,-87.602,87.602,-1.404,-0.09,-0.001,0.118,-0.001,1.402,78.768,0.056,89.959,0.126,1.677e-6,4.67,0.069,-88.844,89.969
28.041,105.643,-87.672,87.672,-1.396,-0.632,-6.427e-4,0.655,1.114e-5,1.385,78.761,0.056,89.959,0.146,8.693e-7,-3.216,0.005,-89.054,89.955
28.091,101.257,-87.741,87.741,-1.38,-0.795,5.45e-5,0.816,8.698e-4,1.368,78.753,0.056,89.959,0.183,-1.774e-6,0.526,0.006,-89.123,89.941
28.141,96.869,-87.81,87.81,-1.36,-0.482,0.001,0.505,0.002,1.351,78.743,0.056,89.959,0.217,-6.185e-6,3.705,0.021,-89.009,89.929
28.191,92.476,-87.877,87.877,-1.331,0.116,0.002,-0.089,0.002,1.334,78.732,0.056,89.959,0.226,-6.441e-6,-3.858,0.026,-88.805,89.927
28.241,88.081,-87.943,87.943,-1.308,0.339,0.002,-0.309,0.002,1.316,78.721,0.056,89.959,0.212,-8.863e-6,-1.195,0.013,-88.675,89.932
28.291,83.682,-88.008,88.008,-1.296,0.182,-3.185e-5,-0.152,-2.118e-4,1.3,78.71,0.056,89.959,0.198,-8.737e-6,1.569,0.01,-88.689,89.953
28.341,79.28,-88.073,88.073,-1.288,-0.157,-0.002,0.184,-0.002,1.284,78.701,0.056,89.959,0.197,-9.839e-6,2.609,0.556,-88.803,89.976
28.391,74.875,-88.137,88.137,-1.278,-0.534,-0.002,0.558,-0.002,1.268,78.69,0.056,89.959,0.215,-7.64e-6,-1.468,0.011,-88.915,89.979
28.441,70.466,-88.2,88.201,-1.264,-0.673,-0.001,0.697,-7.532e-4,1.251,78.679,0.057,89.959,0.247,-7.185e-6,1.394,-6.267e-4,-88.919,89.972
28.491,66.055,-88.263,88.263,-1.236,0.017,-2.175e-4,0.009,-2.259e-4,1.236,78.666,0.057,89.959,0.265,-9.014e-6,-2.607,-0.011,-88.802,89.961
